"teamid","teamname","season","total_won_home","total_games","percent_won"
3190,"ETSU",2011,"10","19","52.63"
3190,"ETSU",2012,"6","8","75.00"
3190,"ETSU",2013,"4","8","50.00"
3190,"ETSU",2014,"6","9","66.67"
3190,"ETSU",2015,"9","21","42.86"
3190,"ETSU",2016,"7","13","53.85"
3190,"ETSU",2017,"8","16","50.00"
3190,"ETSU",2018,"9","19","47.37"
3190,"ETSU",2019,"8","10","80.00"
3190,"ETSU",2020,"4","8","50.00"
3191,"Evansville",1998,"4","5","80.00"
3191,"Evansville",1999,"12","19","63.16"
3191,"Evansville",2000,"11","23","47.83"
3191,"Evansville",2001,"8","13","61.54"
3191,"Evansville",2002,"7","15","46.67"
3191,"Evansville",2003,"9","11","81.82"
3191,"Evansville",2004,"8","11","72.73"
3191,"Evansville",2005,"11","17","64.71"
3191,"Evansville",2006,"10","15","66.67"
3191,"Evansville",2007,"10","19","52.63"
3191,"Evansville",2008,"12","20","60.00"
3191,"Evansville",2009,"7","15","46.67"
3191,"Evansville",2010,"3","4","75.00"
3191,"Evansville",2011,"5","8","62.50"
3191,"Evansville",2012,"4","5","80.00"
3191,"Evansville",2013,"4","9","44.44"
3191,"Evansville",2014,"9","15","60.00"
3191,"Evansville",2015,"6","12","50.00"
3191,"Evansville",2016,"1","3","33.33"
3191,"Evansville",2017,"7","13","53.85"
3191,"Evansville",2018,"1","1","100.00"
3191,"Evansville",2019,"2","4","50.00"
3191,"Evansville",2020,"2","2","100.00"
3192,"F Dickinson",1998,"5","7","71.43"
3192,"F Dickinson",1999,"4","7","57.14"
3192,"F Dickinson",2000,"8","11","72.73"
3192,"F Dickinson",2001,"6","11","54.55"
3192,"F Dickinson",2002,"11","14","78.57"
3192,"F Dickinson",2003,"4","7","57.14"
3192,"F Dickinson",2004,"7","13","53.85"
3192,"F Dickinson",2006,"6","9","66.67"
3192,"F Dickinson",2007,"7","11","63.64"
3192,"F Dickinson",2008,"7","13","53.85"
3192,"F Dickinson",2009,"6","10","60.00"
3192,"F Dickinson",2010,"7","9","77.78"
3192,"F Dickinson",2011,"9","14","64.29"
3192,"F Dickinson",2012,"6","13","46.15"
3192,"F Dickinson",2013,"4","12","33.33"
3192,"F Dickinson",2014,"3","3","100.00"
3192,"F Dickinson",2015,"5","10","50.00"
3192,"F Dickinson",2016,"8","11","72.73"
3192,"F Dickinson",2017,"4","8","50.00"
3192,"F Dickinson",2018,"8","14","57.14"
3192,"F Dickinson",2019,"4","6","66.67"
3192,"F Dickinson",2020,"7","13","53.85"
3193,"Fairfield",1998,"13","20","65.00"
3193,"Fairfield",1999,"7","12","58.33"
3193,"Fairfield",2000,"16","24","66.67"
3193,"Fairfield",2001,"15","25","60.00"
3193,"Fairfield",2002,"6","13","46.15"
3193,"Fairfield",2003,"4","12","33.33"
3193,"Fairfield",2004,"7","10","70.00"
3193,"Fairfield",2005,"8","12","66.67"
3193,"Fairfield",2006,"5","11","45.45"
3193,"Fairfield",2007,"6","15","40.00"
3193,"Fairfield",2008,"11","22","50.00"
3193,"Fairfield",2009,"6","18","33.33"
3193,"Fairfield",2010,"9","19","47.37"
3193,"Fairfield",2011,"10","17","58.82"
3193,"Fairfield",2012,"11","24","45.83"
3193,"Fairfield",2013,"10","17","58.82"
3193,"Fairfield",2014,"10","20","50.00"
3193,"Fairfield",2015,"7","15","46.67"
3193,"Fairfield",2016,"10","16","62.50"
3193,"Fairfield",2017,"10","17","58.82"
3193,"Fairfield",2018,"8","13","61.54"
3193,"Fairfield",2019,"5","11","45.45"
3193,"Fairfield",2020,"10","16","62.50"
3194,"FL Atlantic",1998,"11","13","84.62"
3194,"FL Atlantic",1999,"4","5","80.00"
3194,"FL Atlantic",2000,"8","13","61.54"
3194,"FL Atlantic",2001,"7","9","77.78"
3194,"FL Atlantic",2002,"10","17","58.82"
3194,"FL Atlantic",2003,"9","14","64.29"
3194,"FL Atlantic",2004,"7","12","58.33"
3194,"FL Atlantic",2005,"7","12","58.33"
3194,"FL Atlantic",2006,"12","20","60.00"
3194,"FL Atlantic",2007,"5","6","83.33"
3194,"FL Atlantic",2008,"3","5","60.00"
3194,"FL Atlantic",2009,"8","12","66.67"
3194,"FL Atlantic",2010,"6","13","46.15"
3194,"FL Atlantic",2011,"5","6","83.33"
3194,"FL Atlantic",2012,"9","15","60.00"
3194,"FL Atlantic",2013,"6","12","50.00"
3194,"FL Atlantic",2014,"7","15","46.67"
3194,"FL Atlantic",2015,"8","12","66.67"
3194,"FL Atlantic",2016,"9","13","69.23"
3194,"FL Atlantic",2017,"3","3","100.00"
3194,"FL Atlantic",2018,"9","13","69.23"
3194,"FL Atlantic",2019,"4","5","80.00"
3194,"FL Atlantic",2020,"9","13","69.23"
3195,"FL Gulf Coast",2008,"11","21","52.38"
3195,"FL Gulf Coast",2009,"13","24","54.17"
3195,"FL Gulf Coast",2010,"14","24","58.33"
3195,"FL Gulf Coast",2011,"17","27","62.96"
3195,"FL Gulf Coast",2012,"12","28","42.86"
3195,"FL Gulf Coast",2013,"12","26","46.15"
3195,"FL Gulf Coast",2014,"15","26","57.69"
3195,"FL Gulf Coast",2015,"16","29","55.17"
3195,"FL Gulf Coast",2016,"13","27","48.15"
3195,"FL Gulf Coast",2017,"15","24","62.50"
3195,"FL Gulf Coast",2018,"14","27","51.85"
3195,"FL Gulf Coast",2019,"15","26","57.69"
3195,"FL Gulf Coast",2020,"13","27","48.15"
3196,"Florida",1998,"15","21","71.43"
3196,"Florida",1999,"11","19","57.89"
3196,"Florida",2000,"10","17","58.82"
3196,"Florida",2001,"12","23","52.17"
3196,"Florida",2002,"12","18","66.67"
3196,"Florida",2003,"7","9","77.78"
3196,"Florida",2004,"7","18","38.89"
3196,"Florida",2005,"8","14","57.14"
3196,"Florida",2006,"13","21","61.90"
3196,"Florida",2007,"6","9","66.67"
3196,"Florida",2008,"13","18","72.22"
3196,"Florida",2009,"15","23","65.22"
3196,"Florida",2010,"9","14","64.29"
3196,"Florida",2011,"11","18","61.11"
3196,"Florida",2012,"13","19","68.42"
3196,"Florida",2013,"11","18","61.11"
3196,"Florida",2014,"12","19","63.16"
3196,"Florida",2015,"8","13","61.54"
3196,"Florida",2016,"13","22","59.09"
3196,"Florida",2017,"5","15","33.33"
3196,"Florida",2018,"7","11","63.64"
3196,"Florida",2019,"6","8","75.00"
3196,"Florida",2020,"9","15","60.00"
3197,"Florida A&M",1998,"11","15","73.33"
3197,"Florida A&M",1999,"11","18","61.11"
3197,"Florida A&M",2000,"7","12","58.33"
3197,"Florida A&M",2001,"8","12","66.67"
3197,"Florida A&M",2002,"8","11","72.73"
3197,"Florida A&M",2003,"7","14","50.00"
3197,"Florida A&M",2004,"10","17","58.82"
3197,"Florida A&M",2005,"7","14","50.00"
3197,"Florida A&M",2006,"10","12","83.33"
3197,"Florida A&M",2007,"5","14","35.71"
3197,"Florida A&M",2008,"7","12","58.33"
3197,"Florida A&M",2009,"8","13","61.54"
3197,"Florida A&M",2010,"8","17","47.06"
3197,"Florida A&M",2011,"4","15","26.67"
3197,"Florida A&M",2014,"1","16","6.25"
3197,"Florida A&M",2015,"4","7","57.14"
3197,"Florida A&M",2016,"6","14","42.86"
3197,"Florida A&M",2017,"6","11","54.55"
3197,"Florida A&M",2018,"3","7","42.86"
3197,"Florida A&M",2019,"2","3","66.67"
3197,"Florida A&M",2020,"2","4","50.00"
3198,"Florida Intl",1998,"18","28","64.29"
3198,"Florida Intl",1999,"15","23","65.22"
3198,"Florida Intl",2000,"10","16","62.50"
3198,"Florida Intl",2001,"13","20","65.00"
3198,"Florida Intl",2002,"15","25","60.00"
3198,"Florida Intl",2003,"10","19","52.63"
3198,"Florida Intl",2004,"9","11","81.82"
3198,"Florida Intl",2005,"9","18","50.00"
3198,"Florida Intl",2006,"12","18","66.67"
3198,"Florida Intl",2007,"9","15","60.00"
3198,"Florida Intl",2008,"8","12","66.67"
3198,"Florida Intl",2009,"4","6","66.67"
3198,"Florida Intl",2010,"7","13","53.85"
3198,"Florida Intl",2011,"9","16","56.25"
3198,"Florida Intl",2012,"12","21","57.14"
3198,"Florida Intl",2013,"10","19","52.63"
3198,"Florida Intl",2014,"6","14","42.86"
3198,"Florida Intl",2015,"2","3","66.67"
3198,"Florida Intl",2016,"3","5","60.00"
3198,"Florida Intl",2017,"4","5","80.00"
3198,"Florida Intl",2018,"7","8","87.50"
3198,"Florida Intl",2019,"5","5","100.00"
3198,"Florida Intl",2020,"3","6","50.00"
3199,"Florida St",1998,"5","7","71.43"
3199,"Florida St",1999,"5","7","71.43"
3199,"Florida St",2000,"7","12","58.33"
3199,"Florida St",2001,"11","18","61.11"
3199,"Florida St",2002,"9","13","69.23"
3199,"Florida St",2003,"10","16","62.50"
3199,"Florida St",2004,"9","14","64.29"
3199,"Florida St",2005,"10","23","43.48"
3199,"Florida St",2006,"13","19","68.42"
3199,"Florida St",2007,"10","22","45.45"
3199,"Florida St",2008,"9","18","50.00"
3199,"Florida St",2009,"12","25","48.00"
3199,"Florida St",2010,"15","26","57.69"
3199,"Florida St",2011,"12","23","52.17"
3199,"Florida St",2012,"8","14","57.14"
3199,"Florida St",2013,"13","22","59.09"
3199,"Florida St",2014,"10","20","50.00"
3199,"Florida St",2015,"14","29","48.28"
3199,"Florida St",2016,"15","23","65.22"
3199,"Florida St",2017,"13","25","52.00"
3199,"Florida St",2018,"13","25","52.00"
3199,"Florida St",2019,"12","23","52.17"
3199,"Florida St",2020,"12","24","50.00"
3200,"Fordham",1998,"4","4","100.00"
3200,"Fordham",1999,"6","9","66.67"
3200,"Fordham",2000,"2","4","50.00"
3200,"Fordham",2001,"4","5","80.00"
3200,"Fordham",2002,"4","5","80.00"
3200,"Fordham",2003,"7","14","50.00"
3200,"Fordham",2004,"6","11","54.55"
3200,"Fordham",2005,"5","9","55.56"
3200,"Fordham",2006,"6","10","60.00"
3200,"Fordham",2007,"2","3","66.67"
3200,"Fordham",2009,"7","8","87.50"
3200,"Fordham",2010,"6","8","75.00"
3200,"Fordham",2011,"7","12","58.33"
3200,"Fordham",2012,"6","12","50.00"
3200,"Fordham",2013,"12","24","50.00"
3200,"Fordham",2014,"14","25","56.00"
3200,"Fordham",2015,"10","20","50.00"
3200,"Fordham",2016,"11","14","78.57"
3200,"Fordham",2017,"16","21","76.19"
3200,"Fordham",2018,"14","22","63.64"
3200,"Fordham",2019,"12","25","48.00"
3200,"Fordham",2020,"14","21","66.67"
3201,"Fresno St",1998,"10","12","83.33"
3201,"Fresno St",1999,"6","9","66.67"
3201,"Fresno St",2000,"8","11","72.73"
3201,"Fresno St",2001,"6","9","66.67"
3201,"Fresno St",2002,"6","8","75.00"
3201,"Fresno St",2003,"11","19","57.89"
3201,"Fresno St",2004,"7","13","53.85"
3201,"Fresno St",2005,"11","20","55.00"
3201,"Fresno St",2006,"12","22","54.55"
3201,"Fresno St",2007,"11","18","61.11"
3201,"Fresno St",2008,"10","22","45.45"
3201,"Fresno St",2009,"11","24","45.83"
3201,"Fresno St",2010,"13","27","48.15"
3201,"Fresno St",2011,"11","25","44.00"
3201,"Fresno St",2012,"13","28","46.43"
3201,"Fresno St",2013,"11","23","47.83"
3201,"Fresno St",2014,"10","20","50.00"
3201,"Fresno St",2015,"12","20","60.00"
3201,"Fresno St",2016,"10","19","52.63"
3201,"Fresno St",2017,"6","16","37.50"
3201,"Fresno St",2018,"11","16","68.75"
3201,"Fresno St",2019,"9","17","52.94"
3201,"Fresno St",2020,"11","23","47.83"
3202,"Furman",1998,"9","15","60.00"
3202,"Furman",1999,"7","13","53.85"
3202,"Furman",2000,"13","20","65.00"
3202,"Furman",2001,"9","18","50.00"
3202,"Furman",2002,"10","17","58.82"
3202,"Furman",2003,"6","15","40.00"
3202,"Furman",2004,"8","17","47.06"
3202,"Furman",2005,"9","17","52.94"
3202,"Furman",2006,"6","9","66.67"
3202,"Furman",2007,"5","9","55.56"
3202,"Furman",2008,"5","9","55.56"
3202,"Furman",2009,"7","11","63.64"
3202,"Furman",2010,"3","7","42.86"
3202,"Furman",2011,"9","13","69.23"
3202,"Furman",2012,"8","15","53.33"
3202,"Furman",2013,"7","11","63.64"
3202,"Furman",2014,"9","16","56.25"
3202,"Furman",2015,"10","17","58.82"
3202,"Furman",2016,"7","13","53.85"
3202,"Furman",2017,"9","11","81.82"
3202,"Furman",2018,"9","14","64.29"
3202,"Furman",2019,"11","18","61.11"
3202,"Furman",2020,"8","16","50.00"
3203,"G Washington",1998,"9","17","52.94"
3203,"G Washington",1999,"13","19","68.42"
3203,"G Washington",2000,"17","25","68.00"
3203,"G Washington",2001,"15","22","68.18"
3203,"G Washington",2002,"12","20","60.00"
3203,"G Washington",2003,"14","24","58.33"
3203,"G Washington",2004,"11","22","50.00"
3203,"G Washington",2005,"15","22","68.18"
3203,"G Washington",2006,"13","22","59.09"
3203,"G Washington",2007,"14","26","53.85"
3203,"G Washington",2008,"14","25","56.00"
3203,"G Washington",2009,"13","17","76.47"
3203,"G Washington",2010,"4","6","66.67"
3203,"G Washington",2011,"7","8","87.50"
3203,"G Washington",2012,"6","11","54.55"
3203,"G Washington",2013,"9","14","64.29"
3203,"G Washington",2014,"13","20","65.00"
3203,"G Washington",2015,"13","28","46.43"
3203,"G Washington",2016,"12","26","46.15"
3203,"G Washington",2017,"11","20","55.00"
3203,"G Washington",2018,"8","19","42.11"
3203,"G Washington",2019,"6","10","60.00"
3203,"G Washington",2020,"7","14","50.00"
3204,"Ga Southern",1998,"9","18","50.00"
3204,"Ga Southern",1999,"7","13","53.85"
3204,"Ga Southern",2000,"6","9","66.67"
3204,"Ga Southern",2001,"10","21","47.62"
3204,"Ga Southern",2002,"8","13","61.54"
3204,"Ga Southern",2003,"9","20","45.00"
3204,"Ga Southern",2004,"6","14","42.86"
3204,"Ga Southern",2005,"10","16","62.50"
3204,"Ga Southern",2006,"6","11","54.55"
3204,"Ga Southern",2007,"6","13","46.15"
3204,"Ga Southern",2008,"10","17","58.82"
3204,"Ga Southern",2009,"8","15","53.33"
3204,"Ga Southern",2010,"7","18","38.89"
3204,"Ga Southern",2011,"10","12","83.33"
3204,"Ga Southern",2012,"4","7","57.14"
3204,"Ga Southern",2013,"4","8","50.00"
3204,"Ga Southern",2014,"4","10","40.00"
3204,"Ga Southern",2015,"1","4","25.00"
3204,"Ga Southern",2016,"4","7","57.14"
3204,"Ga Southern",2017,"7","12","58.33"
3204,"Ga Southern",2018,"2","3","66.67"
3204,"Ga Southern",2019,"3","6","50.00"
3204,"Ga Southern",2020,"5","10","50.00"
3205,"Gardner Webb",2002,"1","3","33.33"
3205,"Gardner Webb",2003,"5","5","100.00"
3205,"Gardner Webb",2004,"3","5","60.00"
3205,"Gardner Webb",2005,"6","9","66.67"
3205,"Gardner Webb",2006,"8","14","57.14"
3205,"Gardner Webb",2007,"9","13","69.23"
3205,"Gardner Webb",2008,"8","12","66.67"
3205,"Gardner Webb",2009,"8","14","57.14"
3205,"Gardner Webb",2010,"14","26","53.85"
3205,"Gardner Webb",2011,"10","20","50.00"
3205,"Gardner Webb",2012,"2","4","50.00"
3205,"Gardner Webb",2013,"5","10","50.00"
3205,"Gardner Webb",2014,"12","15","80.00"
3205,"Gardner Webb",2015,"6","13","46.15"
3205,"Gardner Webb",2016,"12","17","70.59"
3205,"Gardner Webb",2017,"4","9","44.44"
3205,"Gardner Webb",2018,"9","16","56.25"
3205,"Gardner Webb",2019,"7","13","53.85"
3205,"Gardner Webb",2020,"11","18","61.11"
3206,"George Mason",1998,"9","14","64.29"
3206,"George Mason",1999,"8","13","61.54"
3206,"George Mason",2000,"8","11","72.73"
3206,"George Mason",2001,"12","21","57.14"
3206,"George Mason",2002,"10","17","58.82"
3206,"George Mason",2003,"8","14","57.14"
3206,"George Mason",2004,"8","18","44.44"
3206,"George Mason",2005,"7","12","58.33"
3206,"George Mason",2006,"6","12","50.00"
3206,"George Mason",2007,"3","8","37.50"
3206,"George Mason",2008,"6","9","66.67"
3206,"George Mason",2009,"3","4","75.00"
3206,"George Mason",2010,"9","10","90.00"
3206,"George Mason",2011,"10","13","76.92"
3206,"George Mason",2012,"10","15","66.67"
3206,"George Mason",2013,"6","9","66.67"
3206,"George Mason",2014,"6","8","75.00"
3206,"George Mason",2015,"7","13","53.85"
3206,"George Mason",2016,"7","12","58.33"
3206,"George Mason",2017,"7","13","53.85"
3206,"George Mason",2018,"16","23","69.57"
3206,"George Mason",2019,"10","16","62.50"
3206,"George Mason",2020,"4","9","44.44"
3207,"Georgetown",1998,"6","9","66.67"
3207,"Georgetown",1999,"10","18","55.56"
3207,"Georgetown",2000,"10","17","58.82"
3207,"Georgetown",2001,"12","16","75.00"
3207,"Georgetown",2002,"4","11","36.36"
3207,"Georgetown",2003,"9","15","60.00"
3207,"Georgetown",2004,"7","13","53.85"
3207,"Georgetown",2005,"8","12","66.67"
3207,"Georgetown",2006,"7","10","70.00"
3207,"Georgetown",2007,"5","13","38.46"
3207,"Georgetown",2008,"11","15","73.33"
3207,"Georgetown",2009,"9","17","52.94"
3207,"Georgetown",2010,"12","24","50.00"
3207,"Georgetown",2011,"12","21","57.14"
3207,"Georgetown",2012,"10","22","45.45"
3207,"Georgetown",2013,"8","15","53.33"
3207,"Georgetown",2014,"7","10","70.00"
3207,"Georgetown",2015,"4","4","100.00"
3207,"Georgetown",2016,"8","16","50.00"
3207,"Georgetown",2017,"8","17","47.06"
3207,"Georgetown",2018,"7","15","46.67"
3207,"Georgetown",2019,"10","16","62.50"
3207,"Georgetown",2020,"1","5","20.00"
3208,"Georgia",1998,"8","17","47.06"
3208,"Georgia",1999,"13","23","56.52"
3208,"Georgia",2000,"11","29","37.93"
3208,"Georgia",2001,"16","26","61.54"
3208,"Georgia",2002,"9","19","47.37"
3208,"Georgia",2003,"12","19","63.16"
3208,"Georgia",2004,"10","22","45.45"
3208,"Georgia",2005,"13","21","61.90"
3208,"Georgia",2006,"10","21","47.62"
3208,"Georgia",2007,"13","25","52.00"
3208,"Georgia",2008,"13","22","59.09"
3208,"Georgia",2009,"10","18","55.56"
3208,"Georgia",2010,"15","23","65.22"
3208,"Georgia",2011,"12","21","57.14"
3208,"Georgia",2012,"13","22","59.09"
3208,"Georgia",2013,"16","25","64.00"
3208,"Georgia",2014,"15","20","75.00"
3208,"Georgia",2015,"12","19","63.16"
3208,"Georgia",2016,"14","21","66.67"
3208,"Georgia",2017,"12","16","75.00"
3208,"Georgia",2018,"14","25","56.00"
3208,"Georgia",2019,"13","18","72.22"
3208,"Georgia",2020,"11","17","64.71"
3209,"Georgia St",1998,"10","15","66.67"
3209,"Georgia St",1999,"9","14","64.29"
3209,"Georgia St",2000,"10","20","50.00"
3209,"Georgia St",2001,"12","22","54.55"
3209,"Georgia St",2002,"14","21","66.67"
3209,"Georgia St",2003,"9","19","47.37"
3209,"Georgia St",2004,"8","18","44.44"
3209,"Georgia St",2005,"10","16","62.50"
3209,"Georgia St",2006,"4","9","44.44"
3209,"Georgia St",2007,"8","15","53.33"
3209,"Georgia St",2008,"5","8","62.50"
3209,"Georgia St",2009,"10","12","83.33"
3209,"Georgia St",2010,"9","15","60.00"
3209,"Georgia St",2011,"7","12","58.33"
3209,"Georgia St",2012,"5","8","62.50"
3209,"Georgia St",2013,"10","13","76.92"
3209,"Georgia St",2014,"7","12","58.33"
3209,"Georgia St",2015,"7","12","58.33"
3209,"Georgia St",2016,"4","10","40.00"
3209,"Georgia St",2017,"4","11","36.36"
3209,"Georgia St",2018,"5","6","83.33"
3209,"Georgia St",2019,"10","17","58.82"
3209,"Georgia St",2020,"6","8","75.00"
3210,"Georgia Tech",1998,"6","9","66.67"
3210,"Georgia Tech",1999,"9","13","69.23"
3210,"Georgia Tech",2000,"8","15","53.33"
3210,"Georgia Tech",2001,"9","14","64.29"
3210,"Georgia Tech",2002,"7","14","50.00"
3210,"Georgia Tech",2003,"14","20","70.00"
3210,"Georgia Tech",2004,"8","14","57.14"
3210,"Georgia Tech",2005,"8","13","61.54"
3210,"Georgia Tech",2006,"11","14","78.57"
3210,"Georgia Tech",2007,"13","20","65.00"
3210,"Georgia Tech",2008,"14","22","63.64"
3210,"Georgia Tech",2009,"13","21","61.90"
3210,"Georgia Tech",2010,"12","23","52.17"
3210,"Georgia Tech",2011,"14","23","60.87"
3210,"Georgia Tech",2012,"10","24","41.67"
3210,"Georgia Tech",2013,"7","14","50.00"
3210,"Georgia Tech",2014,"11","20","55.00"
3210,"Georgia Tech",2015,"10","18","55.56"
3210,"Georgia Tech",2016,"12","19","63.16"
3210,"Georgia Tech",2017,"12","17","70.59"
3210,"Georgia Tech",2018,"13","18","72.22"
3210,"Georgia Tech",2019,"11","17","64.71"
3210,"Georgia Tech",2020,"11","20","55.00"
3211,"Gonzaga",1998,"4","9","44.44"
3211,"Gonzaga",1999,"7","8","87.50"
3211,"Gonzaga",2000,"5","9","55.56"
3211,"Gonzaga",2001,"3","4","75.00"
3211,"Gonzaga",2002,"2","8","25.00"
3211,"Gonzaga",2003,"11","16","68.75"
3211,"Gonzaga",2004,"8","17","47.06"
3211,"Gonzaga",2005,"15","27","55.56"
3211,"Gonzaga",2006,"11","16","68.75"
3211,"Gonzaga",2007,"10","23","43.48"
3211,"Gonzaga",2008,"12","24","50.00"
3211,"Gonzaga",2009,"11","25","44.00"
3211,"Gonzaga",2010,"15","27","55.56"
3211,"Gonzaga",2011,"12","27","44.44"
3211,"Gonzaga",2012,"13","26","50.00"
3211,"Gonzaga",2013,"13","27","48.15"
3211,"Gonzaga",2014,"16","29","55.17"
3211,"Gonzaga",2015,"12","24","50.00"
3211,"Gonzaga",2016,"13","18","72.22"
3211,"Gonzaga",2017,"15","26","57.69"
3211,"Gonzaga",2018,"12","27","44.44"
3211,"Gonzaga",2019,"14","28","50.00"
3211,"Gonzaga",2020,"14","28","50.00"
3212,"Grambling",1998,"9","15","60.00"
3212,"Grambling",1999,"12","24","50.00"
3212,"Grambling",2000,"13","24","54.17"
3212,"Grambling",2001,"9","14","64.29"
3212,"Grambling",2002,"10","17","58.82"
3212,"Grambling",2003,"10","18","55.56"
3212,"Grambling",2004,"6","11","54.55"
3212,"Grambling",2005,"8","13","61.54"
3212,"Grambling",2006,"3","10","30.00"
3212,"Grambling",2007,"5","9","55.56"
3212,"Grambling",2008,"1","1","100.00"
3212,"Grambling",2009,"6","8","75.00"
3212,"Grambling",2010,"7","12","58.33"
3212,"Grambling",2011,"7","13","53.85"
3212,"Grambling",2012,"7","14","50.00"
3212,"Grambling",2013,"6","9","66.67"
3212,"Grambling",2014,"4","9","44.44"
3212,"Grambling",2015,"6","8","75.00"
3212,"Grambling",2016,"7","15","46.67"
3212,"Grambling",2017,"8","18","44.44"
3212,"Grambling",2018,"11","19","57.89"
3212,"Grambling",2019,"8","16","50.00"
3212,"Grambling",2020,"3","4","75.00"
3213,"Grand Canyon",2014,"1","19","5.26"
3213,"Grand Canyon",2015,"6","11","54.55"
3213,"Grand Canyon",2016,"5","13","38.46"
3213,"Grand Canyon",2017,"11","14","78.57"
3213,"Grand Canyon",2018,"7","14","50.00"
3213,"Grand Canyon",2019,"6","7","85.71"
3213,"Grand Canyon",2020,"8","13","61.54"
3214,"Hampton",1998,"10","19","52.63"
3214,"Hampton",1999,"11","18","61.11"
3214,"Hampton",2000,"6","15","40.00"
3214,"Hampton",2001,"11","14","78.57"
3214,"Hampton",2002,"8","17","47.06"
3214,"Hampton",2003,"11","23","47.83"
3214,"Hampton",2004,"7","17","41.18"
3214,"Hampton",2005,"8","14","57.14"
3214,"Hampton",2006,"5","7","71.43"
3214,"Hampton",2007,"9","15","60.00"
3214,"Hampton",2008,"10","18","55.56"
3214,"Hampton",2009,"7","16","43.75"
3214,"Hampton",2010,"10","20","50.00"
3214,"Hampton",2011,"10","25","40.00"
3214,"Hampton",2012,"9","26","34.62"
3214,"Hampton",2013,"11","28","39.29"
3214,"Hampton",2014,"12","28","42.86"
3214,"Hampton",2015,"8","18","44.44"
3214,"Hampton",2016,"6","14","42.86"
3214,"Hampton",2017,"9","20","45.00"
3214,"Hampton",2018,"8","18","44.44"
3214,"Hampton",2019,"9","15","60.00"
3214,"Hampton",2020,"8","18","44.44"
3216,"Hartford",1998,"6","9","66.67"
3216,"Hartford",1999,"2","8","25.00"
